bmf	1024	0.05	0.1	4.2637	3.3893
bmf	1024	0.05	0.01	4.0939	3.1539
bmf	1024	0.05	0.001	4.1484	3.1948
bmf	1024	0.01	0	4.4077	3.5484
bmf	1024	0.01	0.1	4.8915	4.0432
bmf	1024	0.01	0.01	4.4735	3.6398
bmf	1024	0.01	0.001	4.4047	3.5435
a_b	64	0.5	0	4.6498	3.7574
a_b	64	0.5	0.1	4.4361	3.5531
a_b	64	0.5	0.01	4.4829	3.5658
a_b	64	0.5	0.001	4.4880	3.5477
a_b	64	0.1	0	4.2547	3.3288
a_b	64	0.1	0.1	4.2344	3.3000
a_b	64	0.1	0.01	4.2427	3.3089
a_b	64	0.1	0.001	4.2469	3.3236
a_b	64	0.05	0	4.2066	3.2720
a_b	64	0.05	0.1	4.2023	3.2600
a_b	64	0.05	0.01	4.2021	3.2631
a_b	64	0.05	0.001	4.2197	3.2814
a_b	64	0.01	0	4.1775	3.2321
a_b	64	0.01	0.1	4.1678	3.2090
a_b	64	0.01	0.01	4.1871	3.2346
a_b	64	0.01	0.001	4.1976	3.2483
a_b	128	0.5	0	4.4299	3.5286
a_b	128	0.5	0.1	4.3183	3.3649
a_b	128	0.5	0.01	4.4127	3.4650
a_b	128	0.5	0.001	4.4276	3.5082
a_b	128	0.1	0	4.2211	3.2742
a_b	128	0.1	0.1	4.2044	3.2619
a_b	128	0.1	0.01	4.2024	3.2668
a_b	128	0.1	0.001	4.2078	3.2711
a_b	128	0.05	0	4.1939	3.2476
a_b	128	0.05	0.1	4.1842	3.2347
a_b	128	0.05	0.01	4.1899	3.2485
a_b	128	0.05	0.001	4.1920	3.2436
a_b	128	0.01	0	4.1940	3.2335
a_b	128	0.01	0.1	4.1822	3.2271
a_b	128	0.01	0.01	4.2010	3.2471
a_b	128	0.01	0.001	4.1952	3.2283
a_b	256	0.5	0	4.3032	3.3781
a_b	256	0.5	0.1	4.3147	3.3573
a_b	256	0.5	0.01	4.2624	3.3272
a_b	256	0.5	0.001	4.3056	3.3605
a_b	256	0.1	0	4.1825	3.2435
a_b	256	0.1	0.1	4.1947	3.2528
a_b	256	0.1	0.01	4.1942	3.2433
a_b	256	0.1	0.001	4.1909	3.2498
a_b	256	0.05	0	4.1809	3.2329
a_b	256	0.05	0.1	4.1720	3.2293
a_b	256	0.05	0.01	4.1941	3.2397
a_b	256	0.05	0.001	4.1906	3.2438
a_b	256	0.01	0	4.2018	3.2270
a_b	256	0.01	0.1	4.2116	3.2564
a_b	256	0.01	0.01	4.2200	3.2401
a_b	256	0.01	0.001	4.2271	3.2591
a_b	1024	0.5	0	4.2710	3.3520
a_b	1024	0.5	0.1	4.3189	3.3555
a_b	1024	0.5	0.01	4.2419	3.3147
a_b	1024	0.5	0.001	4.2320	3.2935
a_b	1024	0.1	0	4.1950	3.2317
a_b	1024	0.1	0.1	4.1753	3.2140
a_b	1024	0.1	0.01	4.1902	3.2247
a_b	1024	0.1	0.001	4.1861	3.2254
a_b	1024	0.05	0	4.1988	3.2290
a_b	1024	0.05	0.1	4.2152	3.2493
a_b	1024	0.05	0.01	4.2125	3.2508
a_b	1024	0.05	0.001	4.1907	3.2290
a_b	1024	0.01	0	4.2021	3.2332
a_b	1024	0.01	0.1	4.2301	3.2739
a_b	1024	0.01	0.01	4.2101	3.2547
a_b	1024	0.01	0.001	4.2119	3.2487
a_b_ab	64	0.5	0	4.8653	3.8578
a_b_ab	64	0.5	0.1	4.5712	3.6529
a_b_ab	64	0.5	0.01	4.6112	3.6779
a_b_ab	64	0.5	0.001	4.5937	3.6388
a_b_ab	64	0.1	0	4.1395	3.1885
a_b_ab	64	0.1	0.1	4.1610	3.2103
a_b_ab	64	0.1	0.01	4.1413	3.1908
a_b_ab	64	0.1	0.001	4.1396	3.1915
a_b_ab	64	0.05	0	4.1258	3.1679
a_b_ab	64	0.05	0.1	4.1400	3.1858
a_b_ab	64	0.05	0.01	4.1339	3.1808
a_b_ab	64	0.05	0.001	4.1171	3.1668
a_b_ab	64	0.01	0	4.1373	3.1726
a_b_ab	64	0.01	0.1	4.1342	3.1746
a_b_ab	64	0.01	0.01	4.1328	3.1659
a_b_ab	64	0.01	0.001	4.1345	3.1774
a_b_ab	128	0.5	0	4.4102	3.4741
a_b_ab	128	0.5	0.1	4.3391	3.3657
a_b_ab	128	0.5	0.01	4.3416	3.4420
a_b_ab	128	0.5	0.001	4.4168	3.5095
a_b_ab	128	0.1	0	4.1287	3.1762
a_b_ab	128	0.1	0.1	4.1385	3.1787
a_b_ab	128	0.1	0.01	4.1438	3.1879
a_b_ab	128	0.1	0.001	4.1204	3.1696
a_b_ab	128	0.05	0	4.1220	3.1685
a_b_ab	128	0.05	0.1	4.1277	3.1777
a_b_ab	128	0.05	0.01	4.1256	3.1763
a_b_ab	128	0.05	0.001	4.1286	3.1750
a_b_ab	128	0.01	0	4.1378	3.1788
a_b_ab	128	0.01	0.1	4.1315	3.1680
a_b_ab	128	0.01	0.01	4.1328	3.1718
a_b_ab	128	0.01	0.001	4.1419	3.1879
a_b_ab	256	0.5	0	4.1778	3.2460
a_b_ab	256	0.5	0.1	4.2352	3.3078
a_b_ab	256	0.5	0.01	4.2681	3.3073
a_b_ab	256	0.5	0.001	4.1691	3.2169
a_b_ab	256	0.1	0	4.1274	3.1736
a_b_ab	256	0.1	0.1	4.1380	3.1784
a_b_ab	256	0.1	0.01	4.1327	3.1793
a_b_ab	256	0.1	0.001	4.1263	3.1739
a_b_ab	256	0.05	0	4.1412	3.1802
a_b_ab	256	0.05	0.1	4.1329	3.1733
a_b_ab	256	0.05	0.01	4.1380	3.1789
a_b_ab	256	0.05	0.001	4.1322	3.1860
a_b_ab	256	0.01	0	4.1495	3.1792
a_b_ab	256	0.01	0.1	4.1430	3.1763
a_b_ab	256	0.01	0.01	4.1589	3.1881
a_b_ab	256	0.01	0.001	4.1622	3.1926
a_b_ab	1024	0.5	0	4.1418	3.1929
a_b_ab	1024	0.5	0.1	4.2124	3.2567
a_b_ab	1024	0.5	0.01	4.1951	3.2464
a_b_ab	1024	0.5	0.001	4.1580	3.1948
a_b_ab	1024	0.1	0	4.1361	3.1746
a_b_ab	1024	0.1	0.1	4.1418	3.1725
a_b_ab	1024	0.1	0.01	4.1350	3.1804
a_b_ab	1024	0.1	0.001	4.1516	3.1860
a_b_ab	1024	0.05	0	4.1288	3.1673
a_b_ab	1024	0.05	0.1	4.1378	3.1726
a_b_ab	1024	0.05	0.01	4.1330	3.1678
a_b_ab	1024	0.05	0.001	4.1483	3.1765
a_b_ab	1024	0.01	0	4.1757	3.1923
a_b_ab	1024	0.01	0.1	4.1746	3.1956
a_b_ab	1024	0.01	0.01	4.1689	3.1919
a_b_ab	1024	0.01	0.001	4.1751	3.2004
